head_event	relation	tail_event
[PersonX makes a perfect score]. [PersonX makes a perfect score]	InstanceOf	score
[PersonX makes a perfect score]. [PersonX makes a perfect score]	InstanceOf	earning
[PersonX makes a perfect score]. [PersonX makes a perfect score]	InstanceOf	goal
[PersonX makes a perfect score]. [PersonX makes a perfect score]	InstanceOf	points
[PersonX makes a perfect score]. [PersonX makes a perfect score]	InstanceOf	action
[PersonX is covered in mud]. [PersonX is covered in mud]	InstanceOf	covering
[PersonX is covered in mud]. [PersonX is covered in mud]	InstanceOf	coating
[PersonX is covered in mud]. [PersonX is covered in mud]	InstanceOf	dirtiness
[PersonX wraps PersonY's hand]. [PersonX wraps PersonY's hand]	InstanceOf	physical contact
[PersonX wraps PersonY's hand]. [PersonX wraps PersonY's hand]	InstanceOf	wrapping
[PersonX wraps PersonY's hand]. [PersonX wraps PersonY's hand]	InstanceOf	action
[PersonX fits PersonX's needs]. [PersonX fits PersonX's needs]	InstanceOf	eligibility criterion
[PersonX fits PersonX's needs]. [PersonX fits PersonX's needs]	InstanceOf	criterion
[PersonX gives PersonY a warning]. [PersonX gives PersonY a warning]	InstanceOf	message
[PersonX gives PersonY a warning]. [PersonX gives PersonY a warning]	InstanceOf	warning
[PersonX has a wonderful time on PersonX's trip]. [PersonX has a wonderful time on PersonX's trip]	InstanceOf	trip
[PersonX has a wonderful time on PersonX's trip]. [PersonX has a wonderful time on PersonX's trip]	InstanceOf	experience
[PersonX has a wonderful time on PersonX's trip]. [PersonX has a wonderful time on PersonX's trip]	InstanceOf	travel
[PersonX has a wonderful time on PersonX's trip]. [PersonX has a wonderful time on PersonX's trip]	InstanceOf	enjoyment
[PersonX falls at PersonY's feet]. [PersonX falls at PersonY's feet]	InstanceOf	falling
[PersonX falls at PersonY's feet]. [PersonX falls at PersonY's feet]	InstanceOf	tumbling
[PersonX falls at PersonY's feet]. [PersonX falls at PersonY's feet]	InstanceOf	posture
[PersonX falls at PersonY's feet]. [PersonX falls at PersonY's feet]	InstanceOf	collapse
[PersonX falls at PersonY's feet]. [PersonX falls at PersonY's feet]	InstanceOf	action
[PersonX falls at PersonY's feet]. [PersonX falls at PersonY's feet]	InstanceOf	kneeling
[PersonX is pulled over for speeding]. [PersonX is pulled over for speeding]	InstanceOf	arrest
[PersonX is pulled over for speeding]. [PersonX is pulled over for speeding]	InstanceOf	police practice
[PersonX heads to the beach]. [PersonX heads to the beach]	InstanceOf	activity
[PersonX heads to the beach]. [PersonX heads to the beach]	InstanceOf	simple pleasure
[PersonX heads to the beach]. [PersonX heads to the beach]	InstanceOf	journey
[PersonX heads to the beach]. [PersonX heads to the beach]	InstanceOf	going to the beach
[PersonX heads to the beach]. [PersonX heads to the beach]	InstanceOf	travel
[PersonX heads to the beach]. [PersonX heads to the beach]	InstanceOf	outdoor activity
[PersonX heads to the beach]. [PersonX heads to the beach]	InstanceOf	outdoors activity
[PersonX heads to the beach]. [PersonX heads to the beach]	InstanceOf	traditional activity
[PersonX heads to the beach]. [PersonX heads to the beach]	InstanceOf	local day trip
PersonX has been deferred until [test results] are in. [test results]	InstanceOf	results
PersonX has been deferred until [test results] are in. [test results]	InstanceOf	test
PersonX has been deferred until [test results] are in. [test results]	InstanceOf	exam
PersonX has been deferred until [test results] are in. [test results]	InstanceOf	test result
PersonX has been deferred until [test results] are in. [test results]	InstanceOf	assessment
PersonX does very well in [school]. [school]	InstanceOf	educational institution
PersonX does very well in [school]. [school]	InstanceOf	school
PersonX does very well in [school]. [school]	InstanceOf	class
PersonX does very well in [school]. [school]	InstanceOf	learning
PersonX borrows [this thesis] for use. [this thesis]	InstanceOf	thesis
PersonX borrows [this thesis] for use. [this thesis]	InstanceOf	document
PersonX borrows [this thesis] for use. [this thesis]	InstanceOf	information
PersonX starts [using it]. [using it]	InstanceOf	usage
PersonX starts [using it]. [using it]	InstanceOf	utilization
[PersonX hears a scary noise]. [PersonX hears a scary noise]	InstanceOf	sense
[PersonX hears a scary noise]. [PersonX hears a scary noise]	InstanceOf	hearing
[PersonX hears a scary noise]. [PersonX hears a scary noise]	InstanceOf	listening
PersonX buys [a parrot]. [a parrot]	InstanceOf	bird
PersonX buys [a parrot]. [a parrot]	InstanceOf	talking bird
PersonX buys [a parrot]. [a parrot]	InstanceOf	parrot
PersonX buys [a parrot]. [a parrot]	InstanceOf	animal
PersonX buys [a parrot]. [a parrot]	InstanceOf	colourful bird
PersonX buys [a parrot]. [a parrot]	InstanceOf	exotic bird
PersonX buys [a parrot]. [a parrot]	InstanceOf	specie
PersonX buys [a parrot]. [a parrot]	InstanceOf	pet
PersonX buys [a parrot]. [a parrot]	InstanceOf	pet bird
PersonX buys [a parrot]. [a parrot]	InstanceOf	bird specie
[PersonX smooths PersonY's hair]. [PersonX smooths PersonY's hair]	InstanceOf	smoothing
[PersonX smooths PersonY's hair]. [PersonX smooths PersonY's hair]	InstanceOf	grooming
PersonX offer [PersonY's opinion]. [PersonY's opinion]	InstanceOf	preference
PersonX offer [PersonY's opinion]. [PersonY's opinion]	InstanceOf	opinion
PersonX offer [PersonY's opinion]. [PersonY's opinion]	InstanceOf	perspective
PersonX offer [PersonY's opinion]. [PersonY's opinion]	InstanceOf	position
PersonX offer [PersonY's opinion]. [PersonY's opinion]	InstanceOf	view
PersonX offer [PersonY's opinion]. [PersonY's opinion]	InstanceOf	viewpoint
[PersonX leans PersonY's head back]. [PersonX leans PersonY's head back]	InstanceOf	tilt
[PersonX leans PersonY's head back]. [PersonX leans PersonY's head back]	InstanceOf	lean
[PersonX leans PersonY's head back]. [PersonX leans PersonY's head back]	InstanceOf	physical contact
[PersonX leans PersonY's head back]. [PersonX leans PersonY's head back]	InstanceOf	action
PersonX walks in [front of PersonY]. [front of PersonY]	InstanceOf	front
PersonX says [goodnight]. [goodnight]	InstanceOf	good night
PersonX says [goodnight]. [goodnight]	InstanceOf	goodbye
PersonX says [goodnight]. [goodnight]	InstanceOf	farewell
[PersonX plays hockey]. [PersonX plays hockey]	InstanceOf	playing hockey
[PersonX plays hockey]. [PersonX plays hockey]	InstanceOf	activity
[PersonX plays hockey]. [PersonX plays hockey]	InstanceOf	physical activity
[PersonX plays hockey]. [PersonX plays hockey]	InstanceOf	recreational activity
[PersonX plays hockey]. [PersonX plays hockey]	InstanceOf	recreational and sport activity
[PersonX plays hockey]. [PersonX plays hockey]	InstanceOf	hockey
[PersonX plays hockey]. [PersonX plays hockey]	InstanceOf	sport
[PersonX plays hockey]. [PersonX plays hockey]	InstanceOf	sport activity
[PersonX plays hockey]. [PersonX plays hockey]	InstanceOf	outdoor activity
[PersonX wants to learn how to play the guitar]. [PersonX wants to learn how to play the guitar]	InstanceOf	hope
[PersonX wants to learn how to play the guitar]. [PersonX wants to learn how to play the guitar]	InstanceOf	interest
[PersonX wants to learn how to play the guitar]. [PersonX wants to learn how to play the guitar]	InstanceOf	goal
[PersonX wants to learn how to play the guitar]. [PersonX wants to learn how to play the guitar]	InstanceOf	wish
[PersonX wants to learn how to play the guitar]. [PersonX wants to learn how to play the guitar]	InstanceOf	dream
[PersonX buys a parrot]. [PersonX buys a parrot]	InstanceOf	purchasing
[PersonX buys a parrot]. [PersonX buys a parrot]	InstanceOf	purchase
[PersonX buys a parrot]. [PersonX buys a parrot]	InstanceOf	financial transaction
[PersonX buys a parrot]. [PersonX buys a parrot]	InstanceOf	transaction
[PersonX buys a parrot]. [PersonX buys a parrot]	InstanceOf	buying
PersonX loves to [garden]. [garden]	InstanceOf	horticulture
PersonX loves to [garden]. [garden]	InstanceOf	gardening
PersonX loves to [garden]. [garden]	InstanceOf	garden
[PersonX stands on stage]. [PersonX stands on stage]	InstanceOf	location
[PersonX stands on stage]. [PersonX stands on stage]	InstanceOf	standing
[PersonX takes PersonY up on the offer]. [PersonX takes PersonY up on the offer]	InstanceOf	choice
[PersonX takes PersonY up on the offer]. [PersonX takes PersonY up on the offer]	InstanceOf	action
[PersonX takes PersonY up on the offer]. [PersonX takes PersonY up on the offer]	InstanceOf	communicative act
[PersonX shows] and tells. [PersonX shows]	InstanceOf	presentation
[PersonX shows] and tells. [PersonX shows]	InstanceOf	show
[PersonX shows] and tells. [PersonX shows]	InstanceOf	showing
PersonX got [PersonX's belly button] pierced. [PersonX's belly button]	InstanceOf	body part
PersonX got [PersonX's belly button] pierced. [PersonX's belly button]	InstanceOf	navel
PersonX got [PersonX's belly button] pierced. [PersonX's belly button]	InstanceOf	belly button
PersonX got [PersonX's belly button] pierced. [PersonX's belly button]	InstanceOf	area
[PersonX helps PersonX's brother]. [PersonX helps PersonX's brother]	InstanceOf	help
[PersonX helps PersonX's brother]. [PersonX helps PersonX's brother]	InstanceOf	assist
[PersonX helps PersonX's brother]. [PersonX helps PersonX's brother]	InstanceOf	aid
[PersonX helps PersonX's brother]. [PersonX helps PersonX's brother]	InstanceOf	support
PersonX takes [a step] forward. [a step]	InstanceOf	activity
PersonX takes [a step] forward. [a step]	InstanceOf	walk
PersonX takes [a step] forward. [a step]	InstanceOf	move
PersonX takes [a step] forward. [a step]	InstanceOf	simple leg exercise
PersonX takes [a step] forward. [a step]	InstanceOf	step
PersonX takes [a step] forward. [a step]	InstanceOf	action
PersonX takes [a step] forward. [a step]	InstanceOf	stepping
PersonX takes [a step] forward. [a step]	InstanceOf	movement
[PersonX huddles together]. [PersonX huddles together]	InstanceOf	gathering
[PersonX huddles together]. [PersonX huddles together]	InstanceOf	huddle
[PersonX tests PersonX's ability]. [PersonX tests PersonX's ability]	InstanceOf	activity
[PersonX tests PersonX's ability]. [PersonX tests PersonX's ability]	InstanceOf	test
[PersonX tests PersonX's ability]. [PersonX tests PersonX's ability]	InstanceOf	task
[PersonX tests PersonX's ability]. [PersonX tests PersonX's ability]	InstanceOf	testing
[PersonX tests PersonX's ability]. [PersonX tests PersonX's ability]	InstanceOf	assessment
[PersonX cuts the crap]. [PersonX cuts the crap]	InstanceOf	stop
[PersonX cuts the crap]. [PersonX cuts the crap]	InstanceOf	end
[PersonX cuts the crap]. [PersonX cuts the crap]	InstanceOf	ending
[PersonX burns PersonX's arm]. [PersonX burns PersonX's arm]	InstanceOf	temporary discomfort
[PersonX burns PersonX's arm]. [PersonX burns PersonX's arm]	InstanceOf	abnormal sensation
[PersonX burns PersonX's arm]. [PersonX burns PersonX's arm]	InstanceOf	injury
[PersonX burns PersonX's arm]. [PersonX burns PersonX's arm]	InstanceOf	irritative symptom
[PersonX burns PersonX's arm]. [PersonX burns PersonX's arm]	InstanceOf	burns
[PersonX burns PersonX's arm]. [PersonX burns PersonX's arm]	InstanceOf	burning
[PersonX burns PersonX's arm]. [PersonX burns PersonX's arm]	InstanceOf	skin reaction
[PersonX misses PersonY a lot]. [PersonX misses PersonY a lot]	InstanceOf	feeling
[PersonX misses PersonY a lot]. [PersonX misses PersonY a lot]	InstanceOf	emotion
[PersonX misses PersonY a lot]. [PersonX misses PersonY a lot]	InstanceOf	missing
PersonX sets [things] right. [things]	InstanceOf	things
[PersonX shuts the door behind PersonY]. [PersonX shuts the door behind PersonY]	InstanceOf	closure
[PersonX shuts the door behind PersonY]. [PersonX shuts the door behind PersonY]	InstanceOf	simple action
[PersonX shuts the door behind PersonY]. [PersonX shuts the door behind PersonY]	InstanceOf	close
[PersonX shuts the door behind PersonY]. [PersonX shuts the door behind PersonY]	InstanceOf	closing door
[PersonX reaches PersonY's ears]. [PersonX reaches PersonY's ears]	InstanceOf	reach
[PersonX reaches PersonY's ears]. [PersonX reaches PersonY's ears]	InstanceOf	form of non verbal behavior
[PersonX reaches PersonY's ears]. [PersonX reaches PersonY's ears]	InstanceOf	physical contact
[PersonX reaches PersonY's ears]. [PersonX reaches PersonY's ears]	InstanceOf	action
[PersonX reaches PersonY's ears]. [PersonX reaches PersonY's ears]	InstanceOf	hand motion
[PersonX talks to PersonY on the phone]. [PersonX talks to PersonY on the phone]	InstanceOf	activity
[PersonX talks to PersonY on the phone]. [PersonX talks to PersonY on the phone]	InstanceOf	communication
[PersonX talks to PersonY on the phone]. [PersonX talks to PersonY on the phone]	InstanceOf	talking
[PersonX talks to PersonY on the phone]. [PersonX talks to PersonY on the phone]	InstanceOf	verbal mode of communication
[PersonX talks to PersonY on the phone]. [PersonX talks to PersonY on the phone]	InstanceOf	talking on the phone
PersonX protects PersonY from [harm]. [harm]	InstanceOf	hurt
PersonX protects PersonY from [harm]. [harm]	InstanceOf	harm
PersonX protects PersonY from [harm]. [harm]	InstanceOf	physical pain
PersonX protects PersonY from [harm]. [harm]	InstanceOf	risk
PersonX protects PersonY from [harm]. [harm]	InstanceOf	danger
[PersonX buys a dog]. [PersonX buys a dog]	InstanceOf	purchase
[PersonX buys a dog]. [PersonX buys a dog]	InstanceOf	buying
[PersonX gets a part]. [PersonX gets a part]	InstanceOf	role
[PersonX gets a part]. [PersonX gets a part]	InstanceOf	cast
PersonX renders [PersonY's account]. [PersonY's account]	InstanceOf	sensitive private information
PersonX renders [PersonY's account]. [PersonY's account]	InstanceOf	sensitive information
PersonX renders [PersonY's account]. [PersonY's account]	InstanceOf	information
PersonX renders [PersonY's account]. [PersonY's account]	InstanceOf	account
PersonX renders [PersonY's account]. [PersonY's account]	InstanceOf	personal information
[PersonX chooses one]. [PersonX chooses one]	InstanceOf	choice
[PersonX chooses one]. [PersonX chooses one]	InstanceOf	cognitive process
[PersonX chooses one]. [PersonX chooses one]	InstanceOf	pick
[PersonX chooses one]. [PersonX chooses one]	InstanceOf	cognitive task
[PersonX chooses one]. [PersonX chooses one]	InstanceOf	making choice
[PersonX chooses one]. [PersonX chooses one]	InstanceOf	decision making
[PersonX chooses one]. [PersonX chooses one]	InstanceOf	decision
[PersonX chooses one]. [PersonX chooses one]	InstanceOf	choosing
[PersonX chooses one]. [PersonX chooses one]	InstanceOf	action
[PersonX chooses one]. [PersonX chooses one]	InstanceOf	selection
PersonX buys [a used car]. [a used car]	InstanceOf	used car
PersonX buys [a used car]. [a used car]	InstanceOf	product
PersonX buys [a used car]. [a used car]	InstanceOf	motor vehicle
PersonX buys [a used car]. [a used car]	InstanceOf	car
PersonX buys [a used car]. [a used car]	InstanceOf	vehicle
PersonX buys [a used car]. [a used car]	InstanceOf	item
[PersonX feels better soon]. [PersonX feels better soon]	InstanceOf	health
