head_event	relation	tail_event
PersonX goes fishing with [PersonX's grandfather]. [PersonX's grandfather]	InstanceOf	elderly person
PersonX goes fishing with [PersonX's grandfather]. [PersonX's grandfather]	InstanceOf	family member
PersonX goes fishing with [PersonX's grandfather]. [PersonX's grandfather]	InstanceOf	grandfather
PersonX sticks in [the snow]. [the snow]	InstanceOf	snow
PersonX has just had [a new baby]. [a new baby]	InstanceOf	baby
PersonX has just had [a new baby]. [a new baby]	InstanceOf	change
PersonX has just had [a new baby]. [a new baby]	InstanceOf	new baby
PersonX has just had [a new baby]. [a new baby]	InstanceOf	kids
PersonX has just had [a new baby]. [a new baby]	InstanceOf	event
PersonX has just had [a new baby]. [a new baby]	InstanceOf	stressful event
PersonX has just had [a new baby]. [a new baby]	InstanceOf	life event
PersonX has just had [a new baby]. [a new baby]	InstanceOf	infant
PersonX has just had [a new baby]. [a new baby]	InstanceOf	positive event
PersonX has just had [a new baby]. [a new baby]	InstanceOf	life transition
PersonX has just had [a new baby]. [a new baby]	InstanceOf	offspring
PersonX has just had [a new baby]. [a new baby]	InstanceOf	family change
PersonX has just had [a new baby]. [a new baby]	InstanceOf	life change
PersonX has just had [a new baby]. [a new baby]	InstanceOf	children
[PersonX sees PersonY's work]. [PersonX sees PersonY's work]	InstanceOf	observation
[PersonX sees PersonY's work]. [PersonX sees PersonY's work]	InstanceOf	work
[PersonX sees PersonY's work]. [PersonX sees PersonY's work]	InstanceOf	visual perception
[PersonX knows PersonY was ready]. [PersonX knows PersonY was ready]	InstanceOf	awareness
[PersonX knows PersonY was ready]. [PersonX knows PersonY was ready]	InstanceOf	knowledge
[PersonX knows PersonY was ready]. [PersonX knows PersonY was ready]	InstanceOf	understanding
[PersonX knows PersonY was ready]. [PersonX knows PersonY was ready]	InstanceOf	perception
[PersonX takes shots]. [PersonX takes shots]	InstanceOf	shots
[PersonX takes shots]. [PersonX takes shots]	InstanceOf	action
[PersonX maintains PersonX's integrity]. [PersonX maintains PersonX's integrity]	InstanceOf	core value
[PersonX maintains PersonX's integrity]. [PersonX maintains PersonX's integrity]	InstanceOf	value
[PersonX maintains PersonX's integrity]. [PersonX maintains PersonX's integrity]	InstanceOf	character trait
[PersonX maintains PersonX's integrity]. [PersonX maintains PersonX's integrity]	InstanceOf	personal quality
[PersonX maintains PersonX's integrity]. [PersonX maintains PersonX's integrity]	InstanceOf	traditional value
[PersonX maintains PersonX's integrity]. [PersonX maintains PersonX's integrity]	InstanceOf	self respect
[PersonX maintains PersonX's integrity]. [PersonX maintains PersonX's integrity]	InstanceOf	virtue
[PersonX maintains PersonX's integrity]. [PersonX maintains PersonX's integrity]	InstanceOf	integrity
[PersonX maintains PersonX's integrity]. [PersonX maintains PersonX's integrity]	InstanceOf	quality
[PersonX maintains PersonX's integrity]. [PersonX maintains PersonX's integrity]	InstanceOf	principle
[PersonX creates PersonY's awareness]. [PersonX creates PersonY's awareness]	InstanceOf	activity
[PersonX creates PersonY's awareness]. [PersonX creates PersonY's awareness]	InstanceOf	awareness
[PersonX creates PersonY's awareness]. [PersonX creates PersonY's awareness]	InstanceOf	creation
[PersonX creates PersonY's awareness]. [PersonX creates PersonY's awareness]	InstanceOf	cognition
[PersonX searches all day]. [PersonX searches all day]	InstanceOf	search
[PersonX searches all day]. [PersonX searches all day]	InstanceOf	searching
[PersonX searches all day]. [PersonX searches all day]	InstanceOf	investigation
[PersonX searches all day]. [PersonX searches all day]	InstanceOf	action
PersonX draws in [a deep breath]. [a deep breath]	InstanceOf	breathing
PersonX draws in [a deep breath]. [a deep breath]	InstanceOf	practice breathing technique
PersonX draws in [a deep breath]. [a deep breath]	InstanceOf	deep breath
PersonX gives [PersonY's thanks]. [PersonY's thanks]	InstanceOf	message
PersonX gives [PersonY's thanks]. [PersonY's thanks]	InstanceOf	thanks
PersonX gives [PersonY's thanks]. [PersonY's thanks]	InstanceOf	gratitude
PersonX gives [PersonY's thanks]. [PersonY's thanks]	InstanceOf	positive feeling
PersonX gives [PersonY's thanks]. [PersonY's thanks]	InstanceOf	recognition
PersonX gives [PersonY's thanks]. [PersonY's thanks]	InstanceOf	comment
PersonX is expecting [PersonX's first child]. [PersonX's first child]	InstanceOf	human
PersonX is expecting [PersonX's first child]. [PersonX's first child]	InstanceOf	person
PersonX is expecting [PersonX's first child]. [PersonX's first child]	InstanceOf	kids
PersonX is expecting [PersonX's first child]. [PersonX's first child]	InstanceOf	offspring
PersonX is expecting [PersonX's first child]. [PersonX's first child]	InstanceOf	family member
PersonX is expecting [PersonX's first child]. [PersonX's first child]	InstanceOf	children
PersonX gives PersonY [life]. [life]	InstanceOf	existence
PersonX gives PersonY [life]. [life]	InstanceOf	life
[PersonX makes a bet]. [PersonX makes a bet]	InstanceOf	gambling
[PersonX makes a bet]. [PersonX makes a bet]	InstanceOf	gamble
[PersonX makes a bet]. [PersonX makes a bet]	InstanceOf	action
[PersonX makes a bet]. [PersonX makes a bet]	InstanceOf	bet
[PersonX sees the band]. [PersonX sees the band]	InstanceOf	cognitive process
[PersonX sees the band]. [PersonX sees the band]	InstanceOf	viewing
[PersonX sees the band]. [PersonX sees the band]	InstanceOf	experience
[PersonX sees the band]. [PersonX sees the band]	InstanceOf	cognitive function
[PersonX sees the band]. [PersonX sees the band]	InstanceOf	visual perception
PersonX expresses [PersonX's concern]. [PersonX's concern]	InstanceOf	concern
PersonX expresses [PersonX's concern]. [PersonX's concern]	InstanceOf	feeling
PersonX expresses [PersonX's concern]. [PersonX's concern]	InstanceOf	worry
PersonX expresses [PersonX's concern]. [PersonX's concern]	InstanceOf	emotion
[PersonX has another one]. [PersonX has another one]	InstanceOf	ownership
[PersonX has another one]. [PersonX has another one]	InstanceOf	possession
PersonX finds [a book] to read. [a book]	InstanceOf	book
PersonX finds [a book] to read. [a book]	InstanceOf	medium
PersonX finds [a book] to read. [a book]	InstanceOf	item
[PersonX means everything to PersonY]. [PersonX means everything to PersonY]	InstanceOf	emotional connection
[PersonX always beats]. [PersonX always beats]	InstanceOf	victory
[PersonX always beats]. [PersonX always beats]	InstanceOf	win
[PersonX wears deodorant]. [PersonX wears deodorant]	InstanceOf	product
[PersonX wears deodorant]. [PersonX wears deodorant]	InstanceOf	personal hygiene product
[PersonX wears deodorant]. [PersonX wears deodorant]	InstanceOf	personal hygiene item
[PersonX wears deodorant]. [PersonX wears deodorant]	InstanceOf	deodorant
[PersonX wears deodorant]. [PersonX wears deodorant]	InstanceOf	personal care product
[PersonX wears deodorant]. [PersonX wears deodorant]	InstanceOf	hygiene
[PersonX plays musical chairs]. [PersonX plays musical chairs]	InstanceOf	event
[PersonX plays musical chairs]. [PersonX plays musical chairs]	InstanceOf	game
[PersonX plays musical chairs]. [PersonX plays musical chairs]	InstanceOf	playing
[PersonX plays musical chairs]. [PersonX plays musical chairs]	InstanceOf	musical game
[PersonX plays musical chairs]. [PersonX plays musical chairs]	InstanceOf	traditional children s game
[PersonX plays musical chairs]. [PersonX plays musical chairs]	InstanceOf	party game
[PersonX plays musical chairs]. [PersonX plays musical chairs]	InstanceOf	musical chairs
[PersonX plays musical chairs]. [PersonX plays musical chairs]	InstanceOf	music game
[PersonX plays musical chairs]. [PersonX plays musical chairs]	InstanceOf	movement
[PersonX plays musical chairs]. [PersonX plays musical chairs]	InstanceOf	social interaction
[PersonX plays musical chairs]. [PersonX plays musical chairs]	InstanceOf	traditional game
[PersonX plays musical chairs]. [PersonX plays musical chairs]	InstanceOf	social activity
[PersonX plays musical chairs]. [PersonX plays musical chairs]	InstanceOf	playing game
[PersonX plays musical chairs]. [PersonX plays musical chairs]	InstanceOf	traditional party game
[PersonX plays musical chairs]. [PersonX plays musical chairs]	InstanceOf	action
PersonX needs [new clothes]. [new clothes]	InstanceOf	personal item
PersonX needs [new clothes]. [new clothes]	InstanceOf	clothing
PersonX needs [new clothes]. [new clothes]	InstanceOf	new clothes
PersonX gets [all of the ingredients]. [all of the ingredients]	InstanceOf	everything
PersonX gets [all of the ingredients]. [all of the ingredients]	InstanceOf	ingredients
PersonX needs [a new car]. [a new car]	InstanceOf	large purchase
PersonX needs [a new car]. [a new car]	InstanceOf	motor vehicle
PersonX needs [a new car]. [a new car]	InstanceOf	object
PersonX needs [a new car]. [a new car]	InstanceOf	purchase
PersonX needs [a new car]. [a new car]	InstanceOf	transportation
PersonX needs [a new car]. [a new car]	InstanceOf	large consumer durable item
PersonX needs [a new car]. [a new car]	InstanceOf	car
PersonX needs [a new car]. [a new car]	InstanceOf	vehicle
PersonX needs [a new car]. [a new car]	InstanceOf	new car
PersonX needs [a new car]. [a new car]	InstanceOf	big ticket item
PersonX needs [a new car]. [a new car]	InstanceOf	big purchase
[PersonX eats an apple]. [PersonX eats an apple]	InstanceOf	apple
[PersonX eats an apple]. [PersonX eats an apple]	InstanceOf	activity
[PersonX eats an apple]. [PersonX eats an apple]	InstanceOf	daily activity
[PersonX eats an apple]. [PersonX eats an apple]	InstanceOf	fresh fruit
[PersonX eats an apple]. [PersonX eats an apple]	InstanceOf	fruit
[PersonX eats an apple]. [PersonX eats an apple]	InstanceOf	consuming
[PersonX eats an apple]. [PersonX eats an apple]	InstanceOf	food
[PersonX eats an apple]. [PersonX eats an apple]	InstanceOf	eating
[PersonX eats an apple]. [PersonX eats an apple]	InstanceOf	behavior
[PersonX provides PersonY the source]. [PersonX provides PersonY the source]	InstanceOf	information
[PersonX provides PersonY the source]. [PersonX provides PersonY the source]	InstanceOf	help
[PersonX provides PersonY the source]. [PersonX provides PersonY the source]	InstanceOf	source
[PersonX provides PersonY the source]. [PersonX provides PersonY the source]	InstanceOf	service
[PersonX provides PersonY the source]. [PersonX provides PersonY the source]	InstanceOf	support
[PersonX provides PersonY the source]. [PersonX provides PersonY the source]	InstanceOf	resource
[PersonX provides PersonY the source]. [PersonX provides PersonY the source]	InstanceOf	provision
[PersonX provides PersonY the source]. [PersonX provides PersonY the source]	InstanceOf	item
[PersonX provides PersonY the source]. [PersonX provides PersonY the source]	InstanceOf	assist
[PersonX provides PersonY the source]. [PersonX provides PersonY the source]	InstanceOf	supply
[PersonX provides PersonY the source]. [PersonX provides PersonY the source]	InstanceOf	offer
PersonX is [a good fit]. [a good fit]	InstanceOf	fit
PersonX is [a good fit]. [a good fit]	InstanceOf	fitting
PersonX is [a good fit]. [a good fit]	InstanceOf	match
PersonX is [a good fit]. [a good fit]	InstanceOf	perfect
PersonX finds [new work]. [new work]	InstanceOf	job
PersonX finds [new work]. [new work]	InstanceOf	task
PersonX finds [new work]. [new work]	InstanceOf	opportunity
PersonX finds [new work]. [new work]	InstanceOf	work
PersonX finds [new work]. [new work]	InstanceOf	new work
PersonX finds [new work]. [new work]	InstanceOf	profession
PersonX finds [new work]. [new work]	InstanceOf	employment
PersonX has [very little money]. [very little money]	InstanceOf	lack of money
PersonX signs [PersonY's agreement]. [PersonY's agreement]	InstanceOf	document
PersonX signs [PersonY's agreement]. [PersonY's agreement]	InstanceOf	agreement
PersonX signs [PersonY's agreement]. [PersonY's agreement]	InstanceOf	documentation
PersonX signs [PersonY's agreement]. [PersonY's agreement]	InstanceOf	legal document
PersonX signs [PersonY's agreement]. [PersonY's agreement]	InstanceOf	formal agreement
PersonX got PersonX's wisdom [teeth removed]. [teeth removed]	InstanceOf	tooth removal
PersonX got PersonX's wisdom [teeth removed]. [teeth removed]	InstanceOf	dental work
PersonX got PersonX's wisdom [teeth removed]. [teeth removed]	InstanceOf	dental procedure
[PersonX teaches PersonY how to knit]. [PersonX teaches PersonY how to knit]	InstanceOf	activity
[PersonX teaches PersonY how to knit]. [PersonX teaches PersonY how to knit]	InstanceOf	teaching
[PersonX teaches PersonY how to knit]. [PersonX teaches PersonY how to knit]	InstanceOf	coaching
PersonX is [PersonX's first time there]. [PersonX's first time there]	InstanceOf	first time
[PersonX searches the house]. [PersonX searches the house]	InstanceOf	house search
[PersonX searches the house]. [PersonX searches the house]	InstanceOf	search
[PersonX searches the house]. [PersonX searches the house]	InstanceOf	searching
[PersonX searches the house]. [PersonX searches the house]	InstanceOf	investigation
[PersonX gets my stuff together]. [PersonX gets my stuff together]	InstanceOf	activity
[PersonX gets my stuff together]. [PersonX gets my stuff together]	InstanceOf	accumulation
[PersonX gets my stuff together]. [PersonX gets my stuff together]	InstanceOf	retrieval
[PersonX gets my stuff together]. [PersonX gets my stuff together]	InstanceOf	work
[PersonX gets my stuff together]. [PersonX gets my stuff together]	InstanceOf	gathering
PersonX asks PersonY [to write]. [to write]	InstanceOf	basic skill
PersonX asks PersonY [to write]. [to write]	InstanceOf	activity
PersonX asks PersonY [to write]. [to write]	InstanceOf	documentation activity
PersonX asks PersonY [to write]. [to write]	InstanceOf	skill
PersonX asks PersonY [to write]. [to write]	InstanceOf	form of communication
PersonX asks PersonY [to write]. [to write]	InstanceOf	basic academic skill
PersonX asks PersonY [to write]. [to write]	InstanceOf	academic skill
PersonX asks PersonY [to write]. [to write]	InstanceOf	essential skill
PersonX asks PersonY [to write]. [to write]	InstanceOf	communication skill
PersonX asks PersonY [to write]. [to write]	InstanceOf	task
PersonX asks PersonY [to write]. [to write]	InstanceOf	literacy skill
PersonX asks PersonY [to write]. [to write]	InstanceOf	writing
PersonX is [a professional dancer]. [a professional dancer]	InstanceOf	performer
PersonX is [a professional dancer]. [a professional dancer]	InstanceOf	dancer
PersonX is [a professional dancer]. [a professional dancer]	InstanceOf	professional dancer
PersonX waits and [waited]. [waited]	InstanceOf	waiting
PersonX waits and [waited]. [waited]	InstanceOf	patience
[PersonX brings an umbrella]. [PersonX brings an umbrella]	InstanceOf	preparedness
[PersonX brings an umbrella]. [PersonX brings an umbrella]	InstanceOf	coping behavior
